type.info,,,
Veracode,http://www.veracode.com/,-,You shouldn't be seeing this.,
type.vulnerabilities,,,
OWASP Top Ten 2007 Category A4 - Insecure Direct Object Reference,715,715
Incorrect Provision of Specified Functionality,684,684
Composites,678,678
J2EE Bad Practices: Non-serializable Object Stored in Session,579,579
Sensitive Information Uncleared Before Release,226,226
SFP Cluster: Entry Points,897,897
URL Redirection to Untrusted Site ('Open Redirect'),601,601
Operator Precedence Logic Error,783,783
Regular Expression without Anchors,777,777
Sensitive Data Storage in Improperly Locked Memory,591,591
Information Exposure Through WSDL File,651,651
Intentionally Introduced Weakness,505,505
Use of Function with Inconsistent Implementations,474,474
Trust of System Event Data,360,360
Path Equivalence: 'filename ' (Trailing Space),46,46
Divide By Zero,369,369
2011 Top 25 - Insecure Interaction Between Components,864,864
Information Exposure Through Timing Discrepancy,208,208
Function Call With Incorrectly Specified Argument Value,687,687
Unsynchronized Access to Shared Data in a Multithreaded Context,567,567
Improper Following of Specification by Caller,573,573
Access of Memory Location Before Start of Buffer,786,786
Operation on a Resource after Expiration or Release,672,672
Private Array-Typed Field Returned From A Public Method,495,495
SFP Cluster: Risky Values,885,885
Use of Incorrect Byte Ordering,198,198
Insecure Default Variable Initialization,453,453
Attempt to Access Child of a Non-structure Pointer,588,588
Improper Control of Generation of Code ('Code Injection'),94,94
Missing Reference to Active Allocated Resource,771,771
Improper Validation of Certificate with Host Mismatch,297,297
Operation on Resource in Wrong Phase of Lifetime,666,666
Path Equivalence: '/multiple/trailing/slash//',52,52
CERT C++ Secure Coding Section 02 - Declarations and Initialization (DCL),870,870
Permissive Whitelist,183,183
CERT C++ Secure Coding Section 11 - Signals (SIG),879,879
Struts: Validator Turned Off,109,109
Multiple Unlocks of a Critical Resource,765,765
Use of a One-Way Hash without a Salt,759,759
Improper Ownership Management,282,282
Incorrect Pointer Scaling,468,468
Incomplete Filtering of One or More Instances of Special Elements,792,792
Improper Handling of URL Encoding (Hex Encoding),177,177
J2EE Time and State Issues,381,381
Returning a Mutable Object to an Untrusted Caller,375,375
External Control of File Name or Path,73,73
SFP Cluster: Memory Management,891,891
Improper Handling of Windows Device Names,67,67
Incorrect Default Permissions,276,276
Weaknesses in the 2009 CWE/SANS Top 25 Most Dangerous Programming Errors,750,750
Deprecated Entries,604,604
J2EE Framework: Saving Unserializable Objects to Disk,594,594
Use of Incorrect Operator,480,480
Improper Restriction of Excessive Authentication Attempts,307,307
Leftover Debug Code,489,489
Improper Neutralization of Trailing Special Elements,162,162
CERT Java Secure Coding Section 13 - Serialization (SER),858,858
Protection Mechanism Failure,693,693
Files or Directories Accessible to External Parties,552,552
Insufficient Control of Network Message Volume (Network Amplification),406,406
Weak Cryptography for Passwords,261,261
Declaration of Catch for Generic Exception,396,396
Argument Injection or Modification,88,88
Technology-Specific Input Validation Problems,100,100
Incorrect Execution-Assigned Permissions,279,279
Uncontrolled Memory Allocation,789,789
Incorrect Block Delimitation,483,483
Predictable Exact Value from Previous Values,342,342
Path Traversal: '....//',34,34
CERT Java Secure Coding Section 07 - Visibility and Atomicity (VNA),852,852
Integer Coercion Error,192,192
Creation of Temporary File With Insecure Permissions,378,378
CERT C Secure Coding Section 49 - Miscellaneous (MSC),747,747
Dead Code,561,561
Unintended Proxy or Intermediary ('Confused Deputy'),441,441
Permissions&comma; Privileges&comma; and Access Controls,264,264
Improper Neutralization of Escape&comma; Meta&comma; or Control Sequences,150,150
J2EE Misconfiguration: Insufficient Session-ID Length,6,6
Path Traversal: '..\filedir',28,28
Failure to Sanitize Special Element,159,159
Path Traversal: '\UNC share name' (Windows UNC Share),40,40
Race Condition Enabling Link Following,363,363
Incorrect Resource Transfer Between Spheres,669,669
Missing Password Field Masking,549,549
Path Equivalence: '/./' (Single Dot Directory),55,55
CERT C++ Secure Coding Section 05 - Floating Point Arithmetic (FLP),873,873
Empty Password in Configuration File,258,258
EJB Bad Practices: Use of Java I/O,576,576
Array Declared Public&comma; Final&comma; and Static,582,582
Duplicate Key in Associative List (Alist),462,462
Signal Handler Function Associated with Multiple Signals,831,831
Improper Authorization,285,285
Use of RSA Algorithm without OAEP,780,780
Improper Neutralization of Multiple Internal Special Elements,165,165
Information Exposure Through Source Code,540,540
Duplicate Operations on Resource,675,675
Information Exposure Through Debug Log Files,534,534
Creation of chroot Jail Without Changing Working Directory,243,243
2009 Top 25 - Porous Defenses,753,753
Weaknesses that Affect Memory,633,633
Missing Initialization of a Variable,456,456
Incorrect Use of Privileged APIs,648,648
Reliance on IP Address for Authentication,291,291
CERT Java Secure Coding Section 01 - Declarations and Initialization (DCL),846,846
Overly Restrictive Regular Expression,186,186
Weaknesses in Software Written in Java,660,660
J2EE Misconfiguration: Plaintext Password in Configuration File,555,555
Improper Neutralization of Line Delimiters,144,144
Allocation of File Descriptors or Handles Without Limits or Throttling,774,774
Reliance on a Single Factor in a Security Decision,654,654
Incorrect Short Circuit Evaluation,768,768
Use of Obsolete Functions,477,477
Cleansing&comma; Canonicalization&comma; and Comparison Errors,171,171
Insufficient UI Warning of Dangerous Operations,357,357
Path Equivalence: 'filename/' (Trailing Slash),49,49
Incorrect Conversion between Numeric Types,681,681
2011 Top 25 - Weaknesses On the Cusp,867,867
Incorrect Permission Assignment for Critical Resource,732,732
Interaction Error,435,435
UNIX Symbolic Link (Symlink) Following,61,61
Detection of Error Condition Without Action,390,390
Session Fixation,384,384
OWASP Top Ten 2013 Category A2 - Broken Authentication and Session Management,930,930
Privilege Context Switching Error,270,270
Improper Neutralization of Equivalent Special Elements,76,76
Improper Neutralization of Input Terminators,147,147
J2EE Misconfiguration: Weak Access Permissions for EJB Methods,9,9
Use of a Non-reentrant Function in a Concurrent Context,663,663
Violation of Secure Design Principles,657,657
Insufficiently Protected Credentials,522,522
Channel and Path Errors,417,417
Path Equivalence: 'filename....' (Multiple Trailing Dot),43,43
CERT Java Secure Coding Section 49 - Miscellaneous (MSC),861,861
Race Condition within a Thread,366,366
Double Decoding of the Same Data,174,174
Hidden Functionality,912,912
Variable Extraction Error,621,621
CERT C Secure Coding Section 01 - Preprocessor (PRE),735,735
Missing Custom Error Page,756,756
Information Exposure Through Comments,615,615
Improper Check for Dropped Privileges,273,273
Use of a Key Past its Expiration Date,324,324
Excessive Iteration,834,834
Signal Handler with Functionality that is not Asynchronous-Safe,828,828
Improper Handling of Inconsistent Special Elements,168,168
OWASP Top Ten 2004 Category A8 - Insecure Storage,729,729
Improper Handling of Extra Values,231,231
OWASP Top Ten 2013 Category A5 - Security Misconfiguration,933,933
Use of Implicit Intent for Sensitive Communication,927,927
J2EE Bad Practices: Direct Use of Sockets,246,246
Buffer Over-read,126,126
Not Failing Securely ('Failing Open'),636,636
Multiple Interpretations of UI Input,450,450
Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),22,22
Insufficient Verification of Data Authenticity,345,345
Improper Neutralization of Substitution Characters,153,153
Incomplete Cleanup,459,459
Small Seed Space in PRNG,339,339
CERT Java Secure Coding Section 04 - Object Orientation (OBJ),849,849
OWASP Top Ten 2007 Category A3 - Malicious File Execution,714,714
Incomplete Internal State Distinction,372,372
Use of getlogin() in Multithreaded Application,558,558
Unchecked Return Value,252,252
Path Equivalence: Windows 8.3 Filename,58,58
OWASP Top Ten 2010 Category A4 - Insecure Direct Object References,813,813
Privilege Defined With Unsafe Actions,267,267
Mismatched Memory Management Routines,762,762
Use of Insufficiently Random Values,330,330
Pointer Issues,465,465
DEPRECATED (Duplicate): Covert Timing Channel,516,516
Business Logic Errors,840,840
Configuration,16,16
DEPRECATED (Duplicate): General Information Management Problems,225,225
OWASP Top Ten 2007 Category A9 - Insecure Communications,720,720
Use of Singleton Pattern Without Synchronization in a Multithreaded Context,543,543
DEPRECATED (Duplicate): Proxied Trusted Channel,423,423
Behavioral Problems,438,438
DEPRECATED (Duplicate): Miscalculated Null Termination,132,132
External Control of Critical State Data,642,642
Insufficient Type Distinction,351,351
Information Exposure Through Java Runtime Error Message,537,537
Path Traversal: '/absolute/pathname/here',37,37
CERT Java Secure Coding Section 10 - Thread Pools (TPS),855,855
CERT C Secure Coding Section 07 - Characters and Strings (STR),741,741
SQL Injection: Hibernate,564,564
Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),444,444
Dangerous Signal Handler not Disabled During Sensitive Operations,432,432
Exposed Unsafe ActiveX Method,618,618
Improper Neutralization of Parameter/Argument Delimiters,141,141
Use of a Broken or Risky Cryptographic Algorithm,327,327
Data Handling,19,19
Information Exposure Through Test Code,531,531
OWASP Top Ten 2007 Category A6 - Information Leakage and Improper Error Handling,717,717
Weaknesses in the 2011 CWE/SANS Top 25 Most Dangerous Software Errors,900,900
Improper Validation of Integrity Check Value,354,354
Untrusted Search Path,426,426
DEPRECATED: Often Misused: Path Manipulation,249,249
CERT C Secure Coding Section 10 - Environment (ENV),744,744
Cleartext Storage of Sensitive Information,312,312
Authorization Bypass Through User-Controlled Key,639,639
Information Exposure Through an External Behavioral Inconsistency,207,207
Technology-specific Environment Issues,3,3
Access of Resource Using Incompatible Type ('Type Confusion'),843,843
Improper Neutralization of Whitespace,156,156
Weaknesses Introduced During Implementation,702,702
Information Exposure Through Browser Caching,525,525
Suspicious Comment,546,546
Resource Locking Problems,411,411
CERT C Secure Coding Section 04 - Integers (INT),738,738
Credentials Management,255,255
Weaknesses Examined by SAMATE,630,630
Trapdoor,510,510
Executable Regular Expression Error,624,624
.NET Environment Issues,519,519
ASP.NET Environment Issues,10,10
Intentional Information Exposure,213,213
Improper Enforcement of a Single, Unique Action,837,837
OWASP Top Ten 2004 Category A2 - Broken Access Control,723,723
Missing Initialization of Resource,909,909
Improper Handling of Inconsistent Structural Elements,240,240
OWASP Top Ten 2013 Category A8 - Cross-Site Request Forgery (CSRF),936,936
Untrusted Pointer Dereference,822,822
2010 Top 25 - Insecure Interaction Between Components,801,801
Incorrect Calculation of Multi-Byte String Length,135,135
Incomplete Filtering of Special Elements,791,791
Improper Validation of Array Index,129,129
Overly Restrictive Account Lockout Mechanism,645,645
Motivation/Intent,504,504
Path Traversal: '/../filedir',25,25
Path Traversal: 'dir\..\..\filename',31,31
Use of Less Trusted Source,348,348
SFP Cluster: Memory Access,890,890
Failure to Handle Missing Parameter,234,234
Use of Client-Side Authentication,603,603
SFP Cluster: Access Control,899,899
Storage of Sensitive Data in a Mechanism without Access Control,921,921
Improper Neutralization of CRLF Sequences ('CRLF Injection'),93,93
Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),120,120
Unimplemented or Unsupported Feature in UI,447,447
Missing Authentication for Critical Function,306,306
OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,816,816
Improper Handling of Insufficient Entropy in TRNG,333,333
Asymmetric Resource Consumption (Amplification),405,405
Improperly Controlled Modification of Dynamically-Determined Object Attributes,915,915
Improper Handling of Syntactically Invalid Structure,228,228
Struts: Unvalidated Action Form,108,108
Process Control,114,114
Same Seed in PRNG,336,336
Cleartext Storage of Sensitive Information in a Cookie,315,315
Integer Underflow (Wrap or Wraparound),191,191
Incorrect Control Flow Scoping,705,705
Truncation of Security-relevant Information,222,222
Improper Enforcement of Message Integrity During Transmission in a Communication Channel,924,924
Server-Side Request Forgery (SSRF),918,918
Guessable CAPTCHA,804,804
Write-what-where Condition,123,123
Missing Reference to Active File Descriptor or Handle,773,773
Improper Output Neutralization for Logs,117,117
Use of Hard-coded Cryptographic Key,321,321
Dynamic Variable Evaluation,627,627
Authentication Bypass by Spoofing,290,290
ASP.NET Misconfiguration: Password in Configuration File,13,13
Trojan Horse,507,507
CERT C++ Secure Coding Section 04 - Integers (INT),872,872
Containment Errors (Container Errors),216,216
Incorrect Regular Expression,185,185
SFP Cluster: API,887,887
Use of Low-Level Functionality,695,695
Improper Neutralization of Script in an Error Message Web Page,81,81
Failure to Sanitize Special Elements into a Different Plane (Special Element Injection),75,75
Handler Errors,429,429
Improper Access Control,284,284
Indicator of Poor Code Quality,398,398
Exposure of Core Dump File to an Unauthorized Control Sphere,528,528
Information Exposure Through Sent Data,201,201
Exposure of System Data to an Unauthorized Control Sphere,497,497
J2EE Bad Practices: Direct Use of Threads,383,383
Weaknesses in OWASP Top Ten (2004),711,711
Unprotected Alternate Channel,420,420
Channel Accessible by Non-Endpoint ('Man-in-the-Middle'),300,300
Missing Lock Check,414,414
Unchecked Input for Loop Condition,606,606
Incorrect Semantic Object Comparison,596,596
Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),96,96
Use of Password System for Primary Authentication,309,309
Improper Check for Certificate Revocation,299,299
OWASP Top Ten 2010 Category A1 - Injection,810,810
OWASP Top Ten 2010 Category A10 - Unvalidated Redirects and Forwards,819,819
Intentionally Introduced Nonmalicious Weakness,513,513
Comparing instead of Assigning,482,482
Incorrect Behavior Order: Early Amplification,408,408
OWASP Top Ten 2004 Category A5 - Buffer Overflows,726,726
Object Model Violation: Just One of Equals and Hashcode Defined,581,581
Information Exposure Through Indexing of Private Data,612,612
Expired Pointer Dereference,825,825
Incomplete Filtering of Multiple Instances of Special Elements,794,794
Improper Neutralization of Special Elements,138,138
Integer Overflow to Buffer Overflow,680,680
Permission Race Condition During Resource Copy,689,689
SFP Cluster: Cryptography,903,903
SFP Cluster: Path Resolution,893,893
Improper Handling of Structural Elements,237,237
Struts: Duplicate Validation Forms,102,102
Access of Memory Location After End of Buffer,788,788
type.severities,,,
5,5,5,5
4,4,4,4
3,3,3,3
2,2,2,2
1,1,1,1
